Statistic Label,Census Year,Local Electoral Area,Age,Sex,UNIT,VALUE
Population,2022,"Newport, Tipperary",Age 35-39,Males,Number,527
Population,2022,"Newport, Tipperary",Age 35-39,Females,Number,585
Population,2022,"Newport, Tipperary",Age 35-39,Both Sexes,Number,1112
Population,2022,"Newport, Tipperary",Age 40-44,Males,Number,648
Population,2022,"Newport, Tipperary",Age 40-44,Females,Number,739
Population,2022,"Newport, Tipperary",Age 40-44,Both Sexes,Number,1387
Population,2022,"Newport, Tipperary",Age 45-49,Males,Number,725
Population,2022,"Newport, Tipperary",Age 45-49,Females,Number,747
Population,2022,"Newport, Tipperary",Age 45-49,Both Sexes,Number,1472
Population,2022,"Newport, Tipperary",Age 50-54,Males,Number,703
Population,2022,"Newport, Tipperary",Age 50-54,Females,Number,671
Population,2022,"Newport, Tipperary",Age 50-54,Both Sexes,Number,1374
Population,2022,"Newport, Tipperary",Age 55-59,Males,Number,618
Population,2022,"Newport, Tipperary",Age 55-59,Females,Number,574
Population,2022,"Newport, Tipperary",Age 55-59,Both Sexes,Number,1192
Population,2022,"Newport, Tipperary",Age 60-64,Males,Number,475
Population,2022,"Newport, Tipperary",Age 60-64,Females,Number,459
Population,2022,"Newport, Tipperary",Age 60-64,Both Sexes,Number,934
Population,2022,"Newport, Tipperary",Age 65-69,Males,Number,430
Population,2022,"Newport, Tipperary",Age 65-69,Females,Number,406
Population,2022,"Newport, Tipperary",Age 65-69,Both Sexes,Number,836
Population,2022,"Newport, Tipperary",Age 70-74,Males,Number,346
Population,2022,"Newport, Tipperary",Age 70-74,Females,Number,356
Population,2022,"Newport, Tipperary",Age 70-74,Both Sexes,Number,702
Population,2022,"Newport, Tipperary",Age 75-79,Males,Number,270
Population,2022,"Newport, Tipperary",Age 75-79,Females,Number,267
Population,2022,"Newport, Tipperary",Age 75-79,Both Sexes,Number,537
Population,2022,"Newport, Tipperary",Age 80-84,Males,Number,143
Population,2022,"Newport, Tipperary",Age 80-84,Females,Number,164
Population,2022,"Newport, Tipperary",Age 80-84,Both Sexes,Number,307
Population,2022,"Newport, Tipperary",Age 85 and over,Males,Number,106
Population,2022,"Newport, Tipperary",Age 85 and over,Females,Number,161
Population,2022,"Newport, Tipperary",Age 85 and over,Both Sexes,Number,267
Population,2022,"Newport, Tipperary",Total,Males,Number,8833
Population,2022,"Newport, Tipperary",Total,Females,Number,8692
Population,2022,"Newport, Tipperary",Total,Both Sexes,Number,17525
Population,2022,"Thurles, Tipperary",Age 0,Males,Number,118
Population,2022,"Thurles, Tipperary",Age 0,Females,Number,100
Population,2022,"Thurles, Tipperary",Age 0,Both Sexes,Number,218
Population,2022,"Thurles, Tipperary",Age 1,Males,Number,111
Population,2022,"Thurles, Tipperary",Age 1,Females,Number,115
Population,2022,"Thurles, Tipperary",Age 1,Both Sexes,Number,226
Population,2022,"Thurles, Tipperary",Age 2,Males,Number,98
Population,2022,"Thurles, Tipperary",Age 2,Females,Number,87
Population,2022,"Thurles, Tipperary",Age 2,Both Sexes,Number,185
Population,2022,"Thurles, Tipperary",Age 3,Males,Number,125
Population,2022,"Thurles, Tipperary",Age 3,Females,Number,119
Population,2022,"Thurles, Tipperary",Age 3,Both Sexes,Number,244
Population,2022,"Thurles, Tipperary",Age 4,Males,Number,118
Population,2022,"Thurles, Tipperary",Age 4,Females,Number,117
Population,2022,"Thurles, Tipperary",Age 4,Both Sexes,Number,235
Population,2022,"Thurles, Tipperary",Age 5,Males,Number,118
Population,2022,"Thurles, Tipperary",Age 5,Females,Number,114
Population,2022,"Thurles, Tipperary",Age 5,Both Sexes,Number,232
Population,2022,"Thurles, Tipperary",Age 6,Males,Number,115
Population,2022,"Thurles, Tipperary",Age 6,Females,Number,135
Population,2022,"Thurles, Tipperary",Age 6,Both Sexes,Number,250
Population,2022,"Thurles, Tipperary",Age 7,Males,Number,123
Population,2022,"Thurles, Tipperary",Age 7,Females,Number,108
Population,2022,"Thurles, Tipperary",Age 7,Both Sexes,Number,231
Population,2022,"Thurles, Tipperary",Age 8,Males,Number,110
Population,2022,"Thurles, Tipperary",Age 8,Females,Number,141
Population,2022,"Thurles, Tipperary",Age 8,Both Sexes,Number,251
Population,2022,"Thurles, Tipperary",Age 9,Males,Number,148
Population,2022,"Thurles, Tipperary",Age 9,Females,Number,134
Population,2022,"Thurles, Tipperary",Age 9,Both Sexes,Number,282
Population,2022,"Thurles, Tipperary",Age 10,Males,Number,145
Population,2022,"Thurles, Tipperary",Age 10,Females,Number,133
Population,2022,"Thurles, Tipperary",Age 10,Both Sexes,Number,278
Population,2022,"Thurles, Tipperary",Age 11,Males,Number,146
Population,2022,"Thurles, Tipperary",Age 11,Females,Number,163
Population,2022,"Thurles, Tipperary",Age 11,Both Sexes,Number,309
Population,2022,"Thurles, Tipperary",Age 12,Males,Number,149
Population,2022,"Thurles, Tipperary",Age 12,Females,Number,115
Population,2022,"Thurles, Tipperary",Age 12,Both Sexes,Number,264
Population,2022,"Thurles, Tipperary",Age 13,Males,Number,118
Population,2022,"Thurles, Tipperary",Age 13,Females,Number,166
Population,2022,"Thurles, Tipperary",Age 13,Both Sexes,Number,284
Population,2022,"Thurles, Tipperary",Age 14,Males,Number,147
Population,2022,"Thurles, Tipperary",Age 14,Females,Number,184
Population,2022,"Thurles, Tipperary",Age 14,Both Sexes,Number,331
Population,2022,"Thurles, Tipperary",Age 15,Males,Number,133
Population,2022,"Thurles, Tipperary",Age 15,Females,Number,166
Population,2022,"Thurles, Tipperary",Age 15,Both Sexes,Number,299
Population,2022,"Thurles, Tipperary",Age 16,Males,Number,130
Population,2022,"Thurles, Tipperary",Age 16,Females,Number,133
Population,2022,"Thurles, Tipperary",Age 16,Both Sexes,Number,263
Population,2022,"Thurles, Tipperary",Age 17,Males,Number,150
Population,2022,"Thurles, Tipperary",Age 17,Females,Number,163
Population,2022,"Thurles, Tipperary",Age 17,Both Sexes,Number,313
Population,2022,"Thurles, Tipperary",Age 18,Males,Number,150
Population,2022,"Thurles, Tipperary",Age 18,Females,Number,119
Population,2022,"Thurles, Tipperary",Age 18,Both Sexes,Number,269
Population,2022,"Thurles, Tipperary",Age 19,Males,Number,116
Population,2022,"Thurles, Tipperary",Age 19,Females,Number,101
Population,2022,"Thurles, Tipperary",Age 19,Both Sexes,Number,217
Population,2022,"Thurles, Tipperary",Age 20-24,Males,Number,560
Population,2022,"Thurles, Tipperary",Age 20-24,Females,Number,519
Population,2022,"Thurles, Tipperary",Age 20-24,Both Sexes,Number,1079
Population,2022,"Thurles, Tipperary",Age 25-29,Males,Number,484
Population,2022,"Thurles, Tipperary",Age 25-29,Females,Number,477
Population,2022,"Thurles, Tipperary",Age 25-29,Both Sexes,Number,961
Population,2022,"Thurles, Tipperary",Age 30-34,Males,Number,517
Population,2022,"Thurles, Tipperary",Age 30-34,Females,Number,578
Population,2022,"Thurles, Tipperary",Age 30-34,Both Sexes,Number,1095
Population,2022,"Thurles, Tipperary",Age 35-39,Males,Number,613
Population,2022,"Thurles, Tipperary",Age 35-39,Females,Number,647
Population,2022,"Thurles, Tipperary",Age 35-39,Both Sexes,Number,1260
Population,2022,"Thurles, Tipperary",Age 40-44,Males,Number,660
Population,2022,"Thurles, Tipperary",Age 40-44,Females,Number,712
Population,2022,"Thurles, Tipperary",Age 40-44,Both Sexes,Number,1372
Population,2022,"Thurles, Tipperary",Age 45-49,Males,Number,713
Population,2022,"Thurles, Tipperary",Age 45-49,Females,Number,711
Population,2022,"Thurles, Tipperary",Age 45-49,Both Sexes,Number,1424
Population,2022,"Thurles, Tipperary",Age 50-54,Males,Number,625
Population,2022,"Thurles, Tipperary",Age 50-54,Females,Number,610
Population,2022,"Thurles, Tipperary",Age 50-54,Both Sexes,Number,1235
Population,2022,"Thurles, Tipperary",Age 55-59,Males,Number,665
Population,2022,"Thurles, Tipperary",Age 55-59,Females,Number,638
Population,2022,"Thurles, Tipperary",Age 55-59,Both Sexes,Number,1303
Population,2022,"Thurles, Tipperary",Age 60-64,Males,Number,618
Population,2022,"Thurles, Tipperary",Age 60-64,Females,Number,617
Population,2022,"Thurles, Tipperary",Age 60-64,Both Sexes,Number,1235
Population,2022,"Thurles, Tipperary",Age 65-69,Males,Number,578
Population,2022,"Thurles, Tipperary",Age 65-69,Females,Number,600
Population,2022,"Thurles, Tipperary",Age 65-69,Both Sexes,Number,1178
Population,2022,"Thurles, Tipperary",Age 70-74,Males,Number,500
Population,2022,"Thurles, Tipperary",Age 70-74,Females,Number,489
Population,2022,"Thurles, Tipperary",Age 70-74,Both Sexes,Number,989
Population,2022,"Thurles, Tipperary",Age 75-79,Males,Number,355
Population,2022,"Thurles, Tipperary",Age 75-79,Females,Number,401
Population,2022,"Thurles, Tipperary",Age 75-79,Both Sexes,Number,756
Population,2022,"Thurles, Tipperary",Age 80-84,Males,Number,196
Population,2022,"Thurles, Tipperary",Age 80-84,Females,Number,271
Population,2022,"Thurles, Tipperary",Age 80-84,Both Sexes,Number,467
Population,2022,"Thurles, Tipperary",Age 85 and over,Males,Number,159
Population,2022,"Thurles, Tipperary",Age 85 and over,Females,Number,286
Population,2022,"Thurles, Tipperary",Age 85 and over,Both Sexes,Number,445
Population,2022,"Thurles, Tipperary",Total,Males,Number,9811
Population,2022,"Thurles, Tipperary",Total,Females,Number,10169
Population,2022,"Thurles, Tipperary",Total,Both Sexes,Number,19980
Population,2022,"Cahir, Tipperary",Age 0,Males,Number,104
Population,2022,"Cahir, Tipperary",Age 0,Females,Number,78
Population,2022,"Cahir, Tipperary",Age 0,Both Sexes,Number,182
Population,2022,"Cahir, Tipperary",Age 1,Males,Number,84
Population,2022,"Cahir, Tipperary",Age 1,Females,Number,82
Population,2022,"Cahir, Tipperary",Age 1,Both Sexes,Number,166
Population,2022,"Cahir, Tipperary",Age 2,Males,Number,93
Population,2022,"Cahir, Tipperary",Age 2,Females,Number,75
Population,2022,"Cahir, Tipperary",Age 2,Both Sexes,Number,168
Population,2022,"Cahir, Tipperary",Age 3,Males,Number,119
Population,2022,"Cahir, Tipperary",Age 3,Females,Number,97
Population,2022,"Cahir, Tipperary",Age 3,Both Sexes,Number,216
Population,2022,"Cahir, Tipperary",Age 4,Males,Number,108
Population,2022,"Cahir, Tipperary",Age 4,Females,Number,73
Population,2022,"Cahir, Tipperary",Age 4,Both Sexes,Number,181
Population,2022,"Cahir, Tipperary",Age 5,Males,Number,96
Population,2022,"Cahir, Tipperary",Age 5,Females,Number,105
Population,2022,"Cahir, Tipperary",Age 5,Both Sexes,Number,201
Population,2022,"Cahir, Tipperary",Age 6,Males,Number,110
Population,2022,"Cahir, Tipperary",Age 6,Females,Number,102
Population,2022,"Cahir, Tipperary",Age 6,Both Sexes,Number,212
Population,2022,"Cahir, Tipperary",Age 7,Males,Number,115
Population,2022,"Cahir, Tipperary",Age 7,Females,Number,95
Population,2022,"Cahir, Tipperary",Age 7,Both Sexes,Number,210
Population,2022,"Cahir, Tipperary",Age 8,Males,Number,137
Population,2022,"Cahir, Tipperary",Age 8,Females,Number,97
Population,2022,"Cahir, Tipperary",Age 8,Both Sexes,Number,234
Population,2022,"Cahir, Tipperary",Age 9,Males,Number,103
Population,2022,"Cahir, Tipperary",Age 9,Females,Number,111
Population,2022,"Cahir, Tipperary",Age 9,Both Sexes,Number,214
Population,2022,"Cahir, Tipperary",Age 10,Males,Number,123
Population,2022,"Cahir, Tipperary",Age 10,Females,Number,119
Population,2022,"Cahir, Tipperary",Age 10,Both Sexes,Number,242
Population,2022,"Cahir, Tipperary",Age 11,Males,Number,106
Population,2022,"Cahir, Tipperary",Age 11,Females,Number,107
Population,2022,"Cahir, Tipperary",Age 11,Both Sexes,Number,213
Population,2022,"Cahir, Tipperary",Age 12,Males,Number,131
Population,2022,"Cahir, Tipperary",Age 12,Females,Number,116
Population,2022,"Cahir, Tipperary",Age 12,Both Sexes,Number,247
Population,2022,"Cahir, Tipperary",Age 13,Males,Number,118
Population,2022,"Cahir, Tipperary",Age 13,Females,Number,126
Population,2022,"Cahir, Tipperary",Age 13,Both Sexes,Number,244
Population,2022,"Cahir, Tipperary",Age 14,Males,Number,114
Population,2022,"Cahir, Tipperary",Age 14,Females,Number,107
Population,2022,"Cahir, Tipperary",Age 14,Both Sexes,Number,221
Population,2022,"Cahir, Tipperary",Age 15,Males,Number,113
Population,2022,"Cahir, Tipperary",Age 15,Females,Number,109
Population,2022,"Cahir, Tipperary",Age 15,Both Sexes,Number,222
Population,2022,"Cahir, Tipperary",Age 16,Males,Number,86
Population,2022,"Cahir, Tipperary",Age 16,Females,Number,114
Population,2022,"Cahir, Tipperary",Age 16,Both Sexes,Number,200
Population,2022,"Cahir, Tipperary",Age 17,Males,Number,107
Population,2022,"Cahir, Tipperary",Age 17,Females,Number,111
Population,2022,"Cahir, Tipperary",Age 17,Both Sexes,Number,218
Population,2022,"Cahir, Tipperary",Age 18,Males,Number,87
Population,2022,"Cahir, Tipperary",Age 18,Females,Number,88
Population,2022,"Cahir, Tipperary",Age 18,Both Sexes,Number,175
Population,2022,"Cahir, Tipperary",Age 19,Males,Number,61
Population,2022,"Cahir, Tipperary",Age 19,Females,Number,70
Population,2022,"Cahir, Tipperary",Age 19,Both Sexes,Number,131
Population,2022,"Cahir, Tipperary",Age 20-24,Males,Number,404
Population,2022,"Cahir, Tipperary",Age 20-24,Females,Number,333
Population,2022,"Cahir, Tipperary",Age 20-24,Both Sexes,Number,737
Population,2022,"Cahir, Tipperary",Age 25-29,Males,Number,353
Population,2022,"Cahir, Tipperary",Age 25-29,Females,Number,319
Population,2022,"Cahir, Tipperary",Age 25-29,Both Sexes,Number,672
Population,2022,"Cahir, Tipperary",Age 30-34,Males,Number,429
Population,2022,"Cahir, Tipperary",Age 30-34,Females,Number,401
Population,2022,"Cahir, Tipperary",Age 30-34,Both Sexes,Number,830
Population,2022,"Cahir, Tipperary",Age 35-39,Males,Number,506
Population,2022,"Cahir, Tipperary",Age 35-39,Females,Number,549
Population,2022,"Cahir, Tipperary",Age 35-39,Both Sexes,Number,1055
Population,2022,"Cahir, Tipperary",Age 40-44,Males,Number,582
Population,2022,"Cahir, Tipperary",Age 40-44,Females,Number,587
Population,2022,"Cahir, Tipperary",Age 40-44,Both Sexes,Number,1169
Population,2022,"Cahir, Tipperary",Age 45-49,Males,Number,598
Population,2022,"Cahir, Tipperary",Age 45-49,Females,Number,570
Population,2022,"Cahir, Tipperary",Age 45-49,Both Sexes,Number,1168
Population,2022,"Cahir, Tipperary",Age 50-54,Males,Number,543
Population,2022,"Cahir, Tipperary",Age 50-54,Females,Number,518
Population,2022,"Cahir, Tipperary",Age 50-54,Both Sexes,Number,1061
Population,2022,"Cahir, Tipperary",Age 55-59,Males,Number,510
Population,2022,"Cahir, Tipperary",Age 55-59,Females,Number,473
Population,2022,"Cahir, Tipperary",Age 55-59,Both Sexes,Number,983
Population,2022,"Cahir, Tipperary",Age 60-64,Males,Number,453
Population,2022,"Cahir, Tipperary",Age 60-64,Females,Number,480
Population,2022,"Cahir, Tipperary",Age 60-64,Both Sexes,Number,933
Population,2022,"Cahir, Tipperary",Age 65-69,Males,Number,446
Population,2022,"Cahir, Tipperary",Age 65-69,Females,Number,375
Population,2022,"Cahir, Tipperary",Age 65-69,Both Sexes,Number,821
Population,2022,"Cahir, Tipperary",Age 70-74,Males,Number,376
Population,2022,"Cahir, Tipperary",Age 70-74,Females,Number,366
Population,2022,"Cahir, Tipperary",Age 70-74,Both Sexes,Number,742
Population,2022,"Cahir, Tipperary",Age 75-79,Males,Number,251
Population,2022,"Cahir, Tipperary",Age 75-79,Females,Number,271
Population,2022,"Cahir, Tipperary",Age 75-79,Both Sexes,Number,522
Population,2022,"Cahir, Tipperary",Age 80-84,Males,Number,160
Population,2022,"Cahir, Tipperary",Age 80-84,Females,Number,188
Population,2022,"Cahir, Tipperary",Age 80-84,Both Sexes,Number,348
Population,2022,"Cahir, Tipperary",Age 85 and over,Males,Number,102
Population,2022,"Cahir, Tipperary",Age 85 and over,Females,Number,147
Population,2022,"Cahir, Tipperary",Age 85 and over,Both Sexes,Number,249
Population,2022,"Cahir, Tipperary",Total,Males,Number,7828
Population,2022,"Cahir, Tipperary",Total,Females,Number,7559
Population,2022,"Cahir, Tipperary",Total,Both Sexes,Number,15387
Population,2022,"Dungarvan, Waterford",Age 0,Males,Number,132
Population,2022,"Dungarvan, Waterford",Age 0,Females,Number,126
Population,2022,"Dungarvan, Waterford",Age 0,Both Sexes,Number,258
Population,2022,"Dungarvan, Waterford",Age 1,Males,Number,128
Population,2022,"Dungarvan, Waterford",Age 1,Females,Number,108
Population,2022,"Dungarvan, Waterford",Age 1,Both Sexes,Number,236
Population,2022,"Dungarvan, Waterford",Age 2,Males,Number,122
Population,2022,"Dungarvan, Waterford",Age 2,Females,Number,138
Population,2022,"Dungarvan, Waterford",Age 2,Both Sexes,Number,260
Population,2022,"Dungarvan, Waterford",Age 3,Males,Number,166
Population,2022,"Dungarvan, Waterford",Age 3,Females,Number,144
Population,2022,"Dungarvan, Waterford",Age 3,Both Sexes,Number,310
Population,2022,"Dungarvan, Waterford",Age 4,Males,Number,151
Population,2022,"Dungarvan, Waterford",Age 4,Females,Number,119
Population,2022,"Dungarvan, Waterford",Age 4,Both Sexes,Number,270
Population,2022,"Dungarvan, Waterford",Age 5,Males,Number,138
Population,2022,"Dungarvan, Waterford",Age 5,Females,Number,137
Population,2022,"Dungarvan, Waterford",Age 5,Both Sexes,Number,275
Population,2022,"Dungarvan, Waterford",Age 6,Males,Number,171
Population,2022,"Dungarvan, Waterford",Age 6,Females,Number,149
Population,2022,"Dungarvan, Waterford",Age 6,Both Sexes,Number,320
Population,2022,"Dungarvan, Waterford",Age 7,Males,Number,146
Population,2022,"Dungarvan, Waterford",Age 7,Females,Number,151
Population,2022,"Dungarvan, Waterford",Age 7,Both Sexes,Number,297
Population,2022,"Dungarvan, Waterford",Age 8,Males,Number,188
Population,2022,"Dungarvan, Waterford",Age 8,Females,Number,138
Population,2022,"Dungarvan, Waterford",Age 8,Both Sexes,Number,326
Population,2022,"Dungarvan, Waterford",Age 9,Males,Number,174
Population,2022,"Dungarvan, Waterford",Age 9,Females,Number,147
Population,2022,"Dungarvan, Waterford",Age 9,Both Sexes,Number,321
Population,2022,"Dungarvan, Waterford",Age 10,Males,Number,165
Population,2022,"Dungarvan, Waterford",Age 10,Females,Number,152
Population,2022,"Dungarvan, Waterford",Age 10,Both Sexes,Number,317
Population,2022,"Dungarvan, Waterford",Age 11,Males,Number,173
Population,2022,"Dungarvan, Waterford",Age 11,Females,Number,171
Population,2022,"Dungarvan, Waterford",Age 11,Both Sexes,Number,344
