Statistic Label,Census Year,Sex,General Health,CSO Local Electoral Areas 2022,UNIT,VALUE
General Health of Population,2022,Females,Good,"Mullingar, Westmeath",Number,4418
General Health of Population,2022,Females,Good,"Gorey, Wexford",Number,4824
General Health of Population,2022,Females,Good,"Kilmuckridge, Wexford",Number,2758
General Health of Population,2022,Females,Good,"New Ross, Wexford",Number,4605
General Health of Population,2022,Females,Good,"Rosslare, Wexford",Number,3670
General Health of Population,2022,Females,Good,"Wexford, Wexford",Number,5018
General Health of Population,2022,Females,Good,"Enniscorthy, Wexford",Number,4533
General Health of Population,2022,Females,Good,"Baltinglass, Wicklow",Number,4209
General Health of Population,2022,Females,Good,"Bray West, Wicklow",Number,2897
General Health of Population,2022,Females,Good,"Greystones, Wicklow",Number,4095
General Health of Population,2022,Females,Good,"Wicklow, Wicklow",Number,4877
General Health of Population,2022,Females,Good,"Arklow, Wicklow",Number,4268
General Health of Population,2022,Females,Good,"Bray East, Wicklow",Number,2956
General Health of Population,2022,Females,Good,"Rush-Lusk, Fingal",Number,5885
General Health of Population,2022,Females,Good,"Swords, Fingal",Number,7375
General Health of Population,2022,Females,Good,"Blanchardstown-Mulhuddart, Fingal",Number,5915
General Health of Population,2022,Females,Good,"Castleknock, Fingal",Number,6720
General Health of Population,2022,Females,Good,"Howth-Malahide, Fingal",Number,10053
General Health of Population,2022,Females,Good,"Stillorgan, Dún Laoghaire-Rathdown",Number,4581
General Health of Population,2022,Females,Good,"Dundrum, Dún Laoghaire-Rathdown",Number,4771
General Health of Population,2022,Females,Good,"Glencullen-Sandyford, Dún Laoghaire-Rathdown",Number,6839
General Health of Population,2022,Females,Good,"Killiney-Shankill, Dún Laoghaire-Rathdown",Number,6058
General Health of Population,2022,Females,Good,"Dún Laoghaire, Dún Laoghaire-Rathdown",Number,6965
General Health of Population,2022,Females,Good,"Blackrock, Dún Laoghaire-Rathdown",Number,4691
General Health of Population,2022,Females,Good,"Lucan, South Dublin",Number,8274
General Health of Population,2022,Females,Good,"Tallaght Central, South Dublin",Number,5909
General Health of Population,2022,Females,Good,"Rathfarnham-Templeogue, South Dublin",Number,8003
General Health of Population,2022,Females,Good,"Firhouse-Bohernabreena, South Dublin",Number,5285
General Health of Population,2022,Females,Good,"Tallaght South, South Dublin",Number,6749
General Health of Population,2022,Females,Good,"Clondalkin, South Dublin",Number,8061
General Health of Population,2022,Females,Good,"Balbriggan, Fingal",Number,6427
General Health of Population,2022,Females,Good,"Ongar, Fingal",Number,6718
General Health of Population,2022,Females,Good,"Palmerstown-Fonthill, South Dublin",Number,3673
General Health of Population,2022,Females,Good,"Ballymun-Finglas, Dublin City",Number,8710
General Health of Population,2022,Females,Good,"Cabra-Glasnevin, Dublin City",Number,9098
General Health of Population,2022,Females,Good,"Ballyfermot-Drimnagh, Dublin City",Number,7458
General Health of Population,2022,Females,Good,"Kimmage-Rathmines, Dublin City",Number,8819
General Health of Population,2022,Females,Good,"Pembroke, Dublin City",Number,5744
General Health of Population,2022,Females,Good,"South East Inner City, Dublin City",Number,5454
General Health of Population,2022,Females,Good,"North Inner City, Dublin City",Number,9635
General Health of Population,2022,Females,Good,"Clontarf, Dublin City",Number,8175
General Health of Population,2022,Females,Good,"Donaghmede, Dublin City",Number,7637
General Health of Population,2022,Females,Good,"Artane-Whitehall, Dublin City",Number,8362
General Health of Population,2022,Females,Good,"South West Inner City, Dublin City",Number,6186
General Health of Population,2022,Females,Good,"Ennistimon, Clare",Number,2902
General Health of Population,2022,Females,Good,"Killaloe, Clare",Number,3081
General Health of Population,2022,Females,Good,"Shannon, Clare",Number,5037
General Health of Population,2022,Females,Good,"Ennis, Clare",Number,5358
General Health of Population,2022,Females,Good,"Kilrush, Clare",Number,3653
General Health of Population,2022,Females,Good,"Kanturk, Cork County",Number,4151
General Health of Population,2022,Females,Good,"Fermoy, Cork County",Number,6119
General Health of Population,2022,Females,Good,"Midleton, Cork County",Number,7474
General Health of Population,2022,Females,Good,"Carrigaline, Cork County",Number,5690
General Health of Population,2022,Females,Good,"Cobh, Cork County",Number,5443
General Health of Population,2022,Females,Good,"Bandon-Kinsale, Cork County",Number,5872
General Health of Population,2022,Females,Good,"Bantry-West Cork, Cork County",Number,3872
General Health of Population,2022,Females,Good,"Skibbereen-West Cork, Cork County",Number,4909
General Health of Population,2022,Females,Good,"Macroom, Cork County",Number,5516
General Health of Population,2022,Females,Good,"Mallow, Cork County",Number,4833
General Health of Population,2022,Females,Good,"Cork City North West, Cork City",Number,6352
General Health of Population,2022,Females,Good,"Cork City North East, Cork City",Number,6645
General Health of Population,2022,Females,Good,"Cork City South East, Cork City",Number,6534
General Health of Population,2022,Females,Good,"Cork City South Central, Cork City",Number,6367
General Health of Population,2022,Females,Good,"Cork City South West, Cork City",Number,7821
General Health of Population,2022,Females,Good,"Glenties, Donegal",Number,3834
General Health of Population,2022,Females,Good,"Milford, Donegal",Number,2296
General Health of Population,2022,Females,Good,"Carndonagh, Donegal",Number,2878
General Health of Population,2022,Females,Good,"Buncrana, Donegal",Number,3369
General Health of Population,2022,Females,Good,"Donegal, Donegal",Number,4560
General Health of Population,2022,Females,Good,"Letterkenny, Donegal",Number,4913
General Health of Population,2022,Females,Good,"Lifford-Stranorlar, Donegal",Number,4377
General Health of Population,2022,Females,Good,"Conamara North, Galway County",Number,2896
General Health of Population,2022,Females,Good,"Tuam, Galway County",Number,5529
General Health of Population,2022,Females,Good,"Ballinasloe, Galway County",Number,4679
General Health of Population,2022,Females,Good,"Loughrea, Galway County",Number,3889
General Health of Population,2022,Females,Good,"Athenry-Oranmore, Galway County",Number,5130
General Health of Population,2022,Females,Good,"Gort-Kinvara, Galway County",Number,3727
General Health of Population,2022,Females,Good,"Conamara South, Galway County",Number,3269
General Health of Population,2022,Females,Good,"Galway City West, Galway City",Number,4027
General Health of Population,2022,Females,Good,"Galway City Central, Galway City",Number,4640
General Health of Population,2022,Females,Good,"Galway City East, Galway City",Number,4552
General Health of Population,2022,Females,Good,"Listowel, Kerry",Number,4897
General Health of Population,2022,Females,Good,"Castleisland, Kerry",Number,2891
General Health of Population,2022,Females,Good,"Killarney, Kerry",Number,4957
General Health of Population,2022,Females,Good,"Kenmare, Kerry",Number,4357
General Health of Population,2022,Females,Good,"Corca Dhuibhne, Kerry",Number,2375
General Health of Population,2022,Females,Good,"Tralee, Kerry",Number,5716
General Health of Population,2022,Females,Good,"Maynooth, Kildare",Number,4672
General Health of Population,2022,Females,Good,"Celbridge, Kildare",Number,3490
General Health of Population,2022,Females,Good,"Naas, Kildare",Number,6764
General Health of Population,2022,Females,Good,"Athy, Kildare",Number,4334
General Health of Population,2022,Females,Good,"Kildare, Kildare",Number,4575
General Health of Population,2022,Females,Good,"Clane, Kildare",Number,4737
General Health of Population,2022,Females,Good,"Leixlip, Kildare",Number,2475
General Health of Population,2022,Females,Good,"Newbridge, Kildare",Number,5628
General Health of Population,2022,Females,Good,"Castlecomer, Kilkenny",Number,3706
General Health of Population,2022,Females,Good,"Kilkenny, Kilkenny",Number,4695
General Health of Population,2022,Females,Good,"Piltown, Kilkenny",Number,3382
General Health of Population,2022,Females,Good,"Callan-Thomastown, Kilkenny",Number,3917
General Health of Population,2022,Females,Good,Ireland,Number,778510
General Health of Population,2022,Females,Fair,"Borris-In-Ossory-Mountmellick, Laois",Number,1299
General Health of Population,2022,Females,Fair,"Portlaoise, Laois",Number,1552
General Health of Population,2022,Females,Fair,"Graiguecullen -Portarlington, Laois",Number,1329
General Health of Population,2022,Females,Fair,"Carlow, Carlow",Number,1362
General Health of Population,2022,Females,Fair,"Tullow, Carlow",Number,1053
General Health of Population,2022,Females,Fair,"Muinebeag, Carlow",Number,767
General Health of Population,2022,Females,Fair,"Manorhamilton, Leitrim",Number,621
General Health of Population,2022,Females,Fair,"Ballinamore, Leitrim",Number,541
General Health of Population,2022,Females,Fair,"Carrick-On-Shannon, Leitrim",Number,652
General Health of Population,2022,Females,Fair,"Newcastle West, Limerick",Number,1383
General Health of Population,2022,Females,Fair,"Adare-Rathkeale, Limerick",Number,1305
General Health of Population,2022,Females,Fair,"Cappamore-Kilmallock, Limerick",Number,1710
General Health of Population,2022,Females,Fair,"Limerick City West, Limerick",Number,1693
General Health of Population,2022,Females,Fair,"Limerick City North, Limerick",Number,2111
General Health of Population,2022,Females,Fair,"Limerick City East, Limerick",Number,1730
General Health of Population,2022,Females,Fair,"Granard, Longford",Number,533
General Health of Population,2022,Females,Fair,"Ballymahon, Longford",Number,757
General Health of Population,2022,Females,Fair,"Longford, Longford",Number,1001
General Health of Population,2022,Females,Fair,"Dundalk-Carlingford, Louth",Number,1304
General Health of Population,2022,Females,Fair,"Dundalk South, Louth",Number,1795
General Health of Population,2022,Females,Fair,"Ardee, Louth",Number,1259
General Health of Population,2022,Females,Fair,"Drogheda Rural, Louth",Number,871
General Health of Population,2022,Females,Fair,"Drogheda Urban, Louth",Number,1676
General Health of Population,2022,Females,Fair,"Ballina, Mayo",Number,1370
General Health of Population,2022,Females,Fair,"Claremorris, Mayo",Number,1416
General Health of Population,2022,Females,Fair,"Castlebar, Mayo",Number,1480
General Health of Population,2022,Females,Fair,"Belmullet, Mayo",Number,924
General Health of Population,2022,Females,Fair,"Westport, Mayo",Number,934
General Health of Population,2022,Females,Fair,"Swinford, Mayo",Number,1012
General Health of Population,2022,Females,Fair,"Kells, Meath",Number,1506
General Health of Population,2022,Females,Fair,"Laytown-Bettystown, Meath",Number,1613
General Health of Population,2022,Females,Fair,"Ashbourne, Meath",Number,1220
General Health of Population,2022,Females,Fair,"Ratoath, Meath",Number,1205
General Health of Population,2022,Females,Fair,"Trim, Meath",Number,1324
General Health of Population,2022,Females,Fair,"Navan, Meath",Number,1679
General Health of Population,2022,Females,Fair,"Monaghan, Monaghan",Number,1061
General Health of Population,2022,Females,Fair,"Carrickmacross-Castleblayney, Monaghan",Number,1041
General Health of Population,2022,Females,Fair,"Ballybay-Clones, Monaghan",Number,806
General Health of Population,2022,Females,Fair,"Birr, Offaly",Number,1300
General Health of Population,2022,Females,Fair,"Tullamore, Offaly",Number,1465
General Health of Population,2022,Females,Fair,"Edenderry, Offaly",Number,1289
General Health of Population,2022,Females,Fair,"Boyle, Roscommon",Number,1309
