"","LEA","Center","Distance"
"399","DROGHEDA URBAN","Ennis Vaccination Centre - West County Hotel",201002.593333662
"400","DÚN LAOGHAIRE","Ennis Vaccination Centre - West County Hotel",197439.772423158
"401","DUNDALK-CARLINGFORD","Ennis Vaccination Centre - West County Hotel",222680.715393638
"402","DUNDALK SOUTH","Ennis Vaccination Centre - West County Hotel",210840.468128916
"403","DUNDRUM","Ennis Vaccination Centre - West County Hotel",189983.749992278
"404","DUNGARVAN","Ennis Vaccination Centre - West County Hotel",123064.323618578
"405","EDENDERRY","Ennis Vaccination Centre - West County Hotel",128754.83757224
"406","ENNIS","Ennis Vaccination Centre - West County Hotel",1460.73769521827
"407","ENNISCORTHY","Ennis Vaccination Centre - West County Hotel",162911.615166766
"408","ENNISTIMON","Ennis Vaccination Centre - West County Hotel",21620.7171949877
"409","FERMOY","Ennis Vaccination Centre - West County Hotel",87269.2456378764
"410","FIRHOUSE-BOHERNABREENA","Ennis Vaccination Centre - West County Hotel",183307.291563197
"411","GALWAY CITY CENTRAL","Ennis Vaccination Centre - West County Hotel",50801.3419663302
"412","GALWAY CITY EAST","Ennis Vaccination Centre - West County Hotel",49865.7447428475
"413","GALWAY CITY WEST","Ennis Vaccination Centre - West County Hotel",48658.9755779566
"414","GLENCULLEN-SANDYFORD","Ennis Vaccination Centre - West County Hotel",189656.068395325
"415","GLENTIES","Ennis Vaccination Centre - West County Hotel",240405.85383623
"416","GOREY","Ennis Vaccination Centre - West County Hotel",179253.610424322
"417","GORT-KINVARA","Ennis Vaccination Centre - West County Hotel",34439.5838889684
"418","GRAIGUECULLEN-PORTARLINGTON","Ennis Vaccination Centre - West County Hotel",127456.169633521
"419","GRANARD","Ennis Vaccination Centre - West County Hotel",141936.223976426
"420","GREYSTONES","Ennis Vaccination Centre - West County Hotel",197334.108686969
"421","HOWTH-MALAHIDE","Ennis Vaccination Centre - West County Hotel",200189.554663533
"422","KANTURK","Ennis Vaccination Centre - West County Hotel",68760.1638355967
"423","KELLS","Ennis Vaccination Centre - West County Hotel",172600.546157999
"424","KENMARE","Ennis Vaccination Centre - West County Hotel",118679.411724789
"425","KILDARE","Ennis Vaccination Centre - West County Hotel",141870.686519473
"426","KILKENNY","Ennis Vaccination Centre - West County Hotel",117339.817196248
"427","KILLALOE","Ennis Vaccination Centre - West County Hotel",23606.7788871539
"428","KILLARNEY","Ennis Vaccination Centre - West County Hotel",94032.8380950689
"429","KILLINEY-SHANKILL","Ennis Vaccination Centre - West County Hotel",195629.093176442
"430","KILMUCKRIDGE","Ennis Vaccination Centre - West County Hotel",179355.006368918
"431","KILRUSH","Ennis Vaccination Centre - West County Hotel",28441.7507965412
"432","KIMMAGE-RATHMINES","Ennis Vaccination Centre - West County Hotel",188485.567318546
"433","KINNEGAD","Ennis Vaccination Centre - West County Hotel",145039.886686297
"434","LAYTOWN-BETTYSTOWN","Ennis Vaccination Centre - West County Hotel",193637.253235846
"435","LEIXLIP","Ennis Vaccination Centre - West County Hotel",176877.183817452
"436","LETTERKENNY","Ennis Vaccination Centre - West County Hotel",247778.224754178
"437","LIFFORD-STRANORLAR","Ennis Vaccination Centre - West County Hotel",235709.756243603
"438","LIMERICK CITY EAST","Ennis Vaccination Centre - West County Hotel",36111.9277641483
"439","LIMERICK CITY NORTH","Ennis Vaccination Centre - West County Hotel",29049.858726832
"440","LIMERICK CITY WEST","Ennis Vaccination Centre - West County Hotel",29097.9736480712
"441","LISMORE","Ennis Vaccination Centre - West County Hotel",106744.721772064
"442","LISTOWEL","Ennis Vaccination Centre - West County Hotel",57262.1282702213
"443","LONGFORD","Ennis Vaccination Centre - West County Hotel",128617.53769962
"444","LOUGHREA","Ennis Vaccination Centre - West County Hotel",52049.7998709251
"445","LUCAN","Ennis Vaccination Centre - West County Hotel",178913.569154912
"446","MACROOM","Ennis Vaccination Centre - West County Hotel",101450.352831854
"447","MALLOW","Ennis Vaccination Centre - West County Hotel",79963.4944971296
"448","MANORHAMILTON","Ennis Vaccination Centre - West County Hotel",170848.854530836
"449","MAYNOOTH","Ennis Vaccination Centre - West County Hotel",165322.560327165
"450","MIDLETON","Ennis Vaccination Centre - West County Hotel",118348.112818163
"451","MILFORD","Ennis Vaccination Centre - West County Hotel",265799.988087523
"452","MOATE","Ennis Vaccination Centre - West County Hotel",119533.40613588
"453","MONAGHAN","Ennis Vaccination Centre - West County Hotel",209178.615046836
"454","MUINEBEAG","Ennis Vaccination Centre - West County Hotel",141036.639835323
"455","MULLINGAR","Ennis Vaccination Centre - West County Hotel",135230.989821892
"456","NAAS","Ennis Vaccination Centre - West County Hotel",165248.336305602
"457","NAVAN","Ennis Vaccination Centre - West County Hotel",176540.808779216
"458","NENAGH","Ennis Vaccination Centre - West County Hotel",60612.3239946089
"459","NEW ROSS","Ennis Vaccination Centre - West County Hotel",155240.556573006
"460","NEWBRIDGE","Ennis Vaccination Centre - West County Hotel",155347.616109693
"461","NEWCASTLE WEST","Ennis Vaccination Centre - West County Hotel",46517.3891126711
"462","NEWPORT","Ennis Vaccination Centre - West County Hotel",48706.583079862
"463","NORTH INNER CITY","Ennis Vaccination Centre - West County Hotel",192182.903983582
"464","ONGAR","Ennis Vaccination Centre - West County Hotel",182097.441458947
"465","PALMERSTOWN-FONTHILL","Ennis Vaccination Centre - West County Hotel",183119.845641503
"466","PEMBROKE","Ennis Vaccination Centre - West County Hotel",192103.082742553
"467","PILTOWN","Ennis Vaccination Centre - West County Hotel",134355.248494262
"468","PORTLAOISE","Ennis Vaccination Centre - West County Hotel",113731.624534308
"469","PORTLAW-KILMACTHOMAS","Ennis Vaccination Centre - West County Hotel",121181.412827199
"470","RATHFARNHAM-TEMPLEOGUE","Ennis Vaccination Centre - West County Hotel",186145.356115082
"471","RATOATH","Ennis Vaccination Centre - West County Hotel",176744.814255405
"472","ROSCOMMON","Ennis Vaccination Centre - West County Hotel",107590.519913029
"473","ROSCREA-TEMPLEMORE","Ennis Vaccination Centre - West County Hotel",76532.6595318019
"474","ROSSLARE","Ennis Vaccination Centre - West County Hotel",176567.309187703
"475","RUSH-LUSK","Ennis Vaccination Centre - West County Hotel",198334.388282471
"476","SHANNON","Ennis Vaccination Centre - West County Hotel",18672.3587118242
"477","SKIBBEREEN-WEST CORK","Ennis Vaccination Centre - West County Hotel",132718.041112208
"478","SLIGO-DRUMCLIFF","Ennis Vaccination Centre - West County Hotel",166914.14374829
"479","SLIGO-STRANDHILL","Ennis Vaccination Centre - West County Hotel",162071.901773515
"480","SOUTH EAST INNER CITY","Ennis Vaccination Centre - West County Hotel",192290.577854101
"481","SOUTH WEST INNER CITY","Ennis Vaccination Centre - West County Hotel",188554.002476812
"482","STILLORGAN","Ennis Vaccination Centre - West County Hotel",193093.199565389
"483","SWINFORD","Ennis Vaccination Centre - West County Hotel",120210.266941145
"484","SWORDS","Ennis Vaccination Centre - West County Hotel",194614.396820942
"485","TALLAGHT CENTRAL","Ennis Vaccination Centre - West County Hotel",182670.896255275
"486","TALLAGHT SOUTH","Ennis Vaccination Centre - West County Hotel",179233.34398634
"487","THURLES","Ennis Vaccination Centre - West County Hotel",81294.6108606534
"488","TRALEE","Ennis Vaccination Centre - West County Hotel",80344.1718680486
"489","TRAMORE-WATERFORD CITY WEST","Ennis Vaccination Centre - West County Hotel",141694.645181512
"490","TRIM","Ennis Vaccination Centre - West County Hotel",158591.609662631
"491","TUAM","Ennis Vaccination Centre - West County Hotel",76366.3504662117
"492","TULLAMORE","Ennis Vaccination Centre - West County Hotel",107003.067420068
"493","TULLOW","Ennis Vaccination Centre - West County Hotel",152874.743255955
"494","WATERFORD CITY EAST","Ennis Vaccination Centre - West County Hotel",149968.762132687
"495","WATERFORD CITY SOUTH","Ennis Vaccination Centre - West County Hotel",144115.100516155
"496","WESTPORT","Ennis Vaccination Centre - West County Hotel",110690.695288952
"497","WEXFORD","Ennis Vaccination Centre - West County Hotel",175859.316113458
"498","WICKLOW","Ennis Vaccination Centre - West County Hotel",187351.479720649
"499","ADARE-RATHKEALE","Ennis Hospital Vaccination Centre",33867.1579050764
"500","ARDEE","Ennis Hospital Vaccination Centre",200928.587982037
"501","ARKLOW","Ennis Hospital Vaccination Centre",182604.023617286
"502","ARTANE-WHITEHALL","Ennis Hospital Vaccination Centre",194084.195395828
"503","ASHBOURNE","Ennis Hospital Vaccination Centre",186552.878809024
"504","ATHENRY-ORANMORE","Ennis Hospital Vaccination Centre",54977.8225975919
"505","ATHLONE","Ennis Hospital Vaccination Centre",99145.5120182876
"506","ATHLONE","Ennis Hospital Vaccination Centre",87984.1608883496
"507","ATHY","Ennis Hospital Vaccination Centre",141698.491313087
"508","BAILIEBOROUGH-COOTEHILL","Ennis Hospital Vaccination Centre",177566.430964926
"509","BALBRIGGAN","Ennis Hospital Vaccination Centre",204396.46998725
"510","BALLINA","Ennis Hospital Vaccination Centre",144626.64467053
"511","BALLINAMORE","Ennis Hospital Vaccination Centre",151281.780397908
"512","BALLINASLOE","Ennis Hospital Vaccination Centre",76360.0298168621
"513","BALLYBAY-CLONES","Ennis Hospital Vaccination Centre",192577.039637723
"514","BALLYFERMOT-DRIMNAGH","Ennis Hospital Vaccination Centre",184355.973544726
"515","BALLYJAMESDUFF","Ennis Hospital Vaccination Centre",158759.980337159
"516","BALLYMAHON","Ennis Hospital Vaccination Centre",115977.677770649
"517","BALLYMOTE-TOBERCURRY","Ennis Hospital Vaccination Centre",141209.201893246
"518","BALLYMUN-FINGLAS","Ennis Hospital Vaccination Centre",189737.756363793
"519","BALTINGLASS","Ennis Hospital Vaccination Centre",164536.45528105
"520","BANDON-KINSALE","Ennis Hospital Vaccination Centre",128376.188686705
"521","BANTRY-WEST CORK","Ennis Hospital Vaccination Centre",139101.39650814
"522","BELMULLET","Ennis Hospital Vaccination Centre",148000.29444003
"523","BIRR","Ennis Hospital Vaccination Centre",82564.624168496
"524","BLACKROCK","Ennis Hospital Vaccination Centre",193683.762605821
"525","BLANCHARDSTOWN-MULHUDDART","Ennis Hospital Vaccination Centre",187167.37517344
"526","BORRIS-IN-OSSORY-MOUNTMELLICK","Ennis Hospital Vaccination Centre",99782.4302003437
"527","BOYLE","Ennis Hospital Vaccination Centre",126100.866778032
"528","BRAY EAST","Ennis Hospital Vaccination Centre",196608.831558862
"529","BRAY WEST","Ennis Hospital Vaccination Centre",188956.339144272
"530","BUNCRANA","Ennis Hospital Vaccination Centre",269704.564799152
"531","CABRA-GLASNEVIN","Ennis Hospital Vaccination Centre",187825.841084828
"532","CAHIR","Ennis Hospital Vaccination Centre",91676.22353141
"533","CALLAN-THOMASTOWN","Ennis Hospital Vaccination Centre",127162.456150108
"534","CAPPAMORE-KILMALLOCK","Ennis Hospital Vaccination Centre",57385.9005949142
"535","CARLOW","Ennis Hospital Vaccination Centre",140738.152946489
"536","CARNDONAGH","Ennis Hospital Vaccination Centre",289865.112357922
"537","CARRICK-ON-SHANNON","Ennis Hospital Vaccination Centre",137632.503906987
"538","CARRICK-ON-SUIR","Ennis Hospital Vaccination Centre",100699.913846548
"539","CARRICKMACROSS-CASTLEBLAYNEY","Ennis Hospital Vaccination Centre",199685.516624286
"540","CARRIGALINE","Ennis Hospital Vaccination Centre",123365.537748255
"541","CASHEL-TIPPERARY","Ennis Hospital Vaccination Centre",71274.0048261509
"542","CASTLEBAR","Ennis Hospital Vaccination Centre",108806.601192115
"543","CASTLECOMER","Ennis Hospital Vaccination Centre",113619.102478293
"544","CASTLEISLAND","Ennis Hospital Vaccination Centre",76419.4035791873
"545","CASTLEKNOCK","Ennis Hospital Vaccination Centre",181813.519225675
"546","CAVAN-BELTURBET","Ennis Hospital Vaccination Centre",165553.556322451
"547","CELBRIDGE","Ennis Hospital Vaccination Centre",171102.578308708
"548","CLANE","Ennis Hospital Vaccination Centre",150056.753320977
"549","CLAREMORRIS","Ennis Hospital Vaccination Centre",90031.4411253853
"550","CLONDALKIN","Ennis Hospital Vaccination Centre",175319.230270479
"551","CLONMEL","Ennis Hospital Vaccination Centre",100920.92352182
"552","CLONTARF","Ennis Hospital Vaccination Centre",194590.311982858
"553","COBH","Ennis Hospital Vaccination Centre",107788.498643266
"554","CONAMARA NORTH","Ennis Hospital Vaccination Centre",82384.352391657
"555","CONAMARA SOUTH","Ennis Hospital Vaccination Centre",54551.3411648838
"556","CORCA DHUIBHNE","Ennis Hospital Vaccination Centre",106807.306099439
"557","CORK CITY NORTH EAST","Ennis Hospital Vaccination Centre",110042.835674679
"558","CORK CITY NORTH WEST","Ennis Hospital Vaccination Centre",108453.497935858
"559","CORK CITY SOUTH CENTRAL","Ennis Hospital Vaccination Centre",115446.929709832
"560","CORK CITY SOUTH EAST","Ennis Hospital Vaccination Centre",116403.109120373
"561","CORK CITY SOUTH WEST","Ennis Hospital Vaccination Centre",113789.710888587
"562","DONAGHMEDE","Ennis Hospital Vaccination Centre",197774.300284669
"563","DONEGAL","Ennis Hospital Vaccination Centre",204742.41988912
"564","DROGHEDA RURAL","Ennis Hospital Vaccination Centre",202619.834058364
"565","DROGHEDA URBAN","Ennis Hospital Vaccination Centre",199661.63778305
"566","DÚN LAOGHAIRE","Ennis Hospital Vaccination Centre",196662.402410467
"567","DUNDALK-CARLINGFORD","Ennis Hospital Vaccination Centre",221067.541793814
"568","DUNDALK SOUTH","Ennis Hospital Vaccination Centre",209214.97323483
"569","DUNDRUM","Ennis Hospital Vaccination Centre",189167.322753661
"570","DUNGARVAN","Ennis Hospital Vaccination Centre",124702.338807082
"571","EDENDERRY","Ennis Hospital Vaccination Centre",127681.42412273
"572","ENNIS","Ennis Hospital Vaccination Centre",1161.13441870312
"573","ENNISCORTHY","Ennis Hospital Vaccination Centre",163229.033287085
"574","ENNISTIMON","Ennis Hospital Vaccination Centre",19754.5560166314
"575","FERMOY","Ennis Hospital Vaccination Centre",89327.3817294661
"576","FIRHOUSE-BOHERNABREENA","Ennis Hospital Vaccination Centre",182550.509457933
"577","GALWAY CITY CENTRAL","Ennis Hospital Vaccination Centre",48364.8589863539
"578","GALWAY CITY EAST","Ennis Hospital Vaccination Centre",47403.1460265958
"579","GALWAY CITY WEST","Ennis Hospital Vaccination Centre",46252.8508978033
"580","GLENCULLEN-SANDYFORD","Ennis Hospital Vaccination Centre",188907.64365947
"581","GLENTIES","Ennis Hospital Vaccination Centre",237963.858781295
"582","GOREY","Ennis Hospital Vaccination Centre",179312.64615188
"583","GORT-KINVARA","Ennis Hospital Vaccination Centre",32099.1397611526
"584","GRAIGUECULLEN-PORTARLINGTON","Ennis Hospital Vaccination Centre",127019.044641514
"585","GRANARD","Ennis Hospital Vaccination Centre",139972.564356059
"586","GREYSTONES","Ennis Hospital Vaccination Centre",196796.640795328
"587","HOWTH-MALAHIDE","Ennis Hospital Vaccination Centre",199235.436672503
"588","KANTURK","Ennis Hospital Vaccination Centre",71226.9337415474
"589","KELLS","Ennis Hospital Vaccination Centre",171017.991003967
"590","KENMARE","Ennis Hospital Vaccination Centre",120881.612791887
"591","KILDARE","Ennis Hospital Vaccination Centre",141071.994109361
"592","KILKENNY","Ennis Hospital Vaccination Centre",117605.297530713
"593","KILLALOE","Ennis Hospital Vaccination Centre",23046.7687550938
"594","KILLARNEY","Ennis Hospital Vaccination Centre",96407.3807413119
"595","KILLINEY-SHANKILL","Ennis Hospital Vaccination Centre",194909.711611805
"596","KILMUCKRIDGE","Ennis Hospital Vaccination Centre",179696.041344389
"597","KILRUSH","Ennis Hospital Vaccination Centre",29874.8467843899
"598","KIMMAGE-RATHMINES","Ennis Hospital Vaccination Centre",187627.912567871
"599","KINNEGAD","Ennis Hospital Vaccination Centre",143468.180723086
"600","LAYTOWN-BETTYSTOWN","Ennis Hospital Vaccination Centre",192256.005947424
"601","LEIXLIP","Ennis Hospital Vaccination Centre",175897.081414003
"602","LETTERKENNY","Ennis Hospital Vaccination Centre",245389.113489641
"603","LIFFORD-STRANORLAR","Ennis Hospital Vaccination Centre",233341.517152545
"604","LIMERICK CITY EAST","Ennis Hospital Vaccination Centre",37461.9705738614
"605","LIMERICK CITY NORTH","Ennis Hospital Vaccination Centre",30569.7591087243
"606","LIMERICK CITY WEST","Ennis Hospital Vaccination Centre",30989.7493424809
"607","LISMORE","Ennis Hospital Vaccination Centre",108430.594667223
"608","LISTOWEL","Ennis Hospital Vaccination Centre",59185.3544082154
"609","LONGFORD","Ennis Hospital Vaccination Centre",126581.929338779
"610","LOUGHREA","Ennis Hospital Vaccination Centre",50294.9910514384
"611","LUCAN","Ennis Hospital Vaccination Centre",177978.890808706
"612","MACROOM","Ennis Hospital Vaccination Centre",103914.765149113
"613","MALLOW","Ennis Hospital Vaccination Centre",82327.7789974958
"614","MANORHAMILTON","Ennis Hospital Vaccination Centre",168458.696118448
"615","MAYNOOTH","Ennis Hospital Vaccination Centre",164299.640786955
"616","MIDLETON","Ennis Hospital Vaccination Centre",120386.593758767
"617","MILFORD","Ennis Hospital Vaccination Centre",263406.709183298
"618","MOATE","Ennis Hospital Vaccination Centre",117947.947961945
"619","MONAGHAN","Ennis Hospital Vaccination Centre",207175.550603313
"620","MUINEBEAG","Ennis Hospital Vaccination Centre",141237.871242593
"621","MULLINGAR","Ennis Hospital Vaccination Centre",133717.013899276
"622","NAAS","Ennis Hospital Vaccination Centre",164465.412581913
"623","NAVAN","Ennis Hospital Vaccination Centre",175152.9378737
"624","NENAGH","Ennis Hospital Vaccination Centre",59793.7908299159
"625","NEW ROSS","Ennis Hospital Vaccination Centre",155929.280686782
"626","NEWBRIDGE","Ennis Hospital Vaccination Centre",154626.755108423
